cohort,skill_id,skill_name,skill_md_path,trigger_hits,constraint_hits,error_hits,io_hits,sequence_hits,example_hits,heading_count,ordered_list_count,bullet_list_count,code_fence_count,placeholder_count,spec_form_auto,trigger_score,constraint_score,step_score,error_score,io_score,example_score,structuredness_score
popular,anthropics-claude-code-plugins-plugin-dev-skills-skill-development-skill-md,skill-development,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-claude-code-plugins-plugin-dev-skills-skill-development-skill-md/content/SKILL.md,5,8,1,11,16,60,60,41,116,26,0,mixed,20,20,15,8,15,15,93
popular,anthropics-claude-cookbooks-claude-skills-cookbook-audit-skill-md,cookbook-audit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-claude-cookbooks-claude-skills-cookbook-audit-skill-md/content/SKILL.md,7,10,1,15,12,13,32,8,113,0,0,structured_template,20,20,15,8,15,15,93
popular,anthropics-claude-cookbooks-skills-custom-skills-analyzing-financial-statements-skill-md,analyzing-financial-statements,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-claude-cookbooks-skills-custom-skills-analyzing-financial-statements-skill-md/content/SKILL.md,0,0,0,5,0,1,9,8,21,0,0,structured_template,0,0,15,0,15,8,38
popular,anthropics-claude-cookbooks-skills-custom-skills-applying-brand-guidelines-skill-md,applying-brand-guidelines,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-claude-cookbooks-skills-custom-skills-applying-brand-guidelines-skill-md/content/SKILL.md,0,4,0,1,2,0,21,16,67,0,1,structured_template,0,20,15,0,8,0,43
popular,anthropics-claude-cookbooks-skills-custom-skills-creating-financial-models-skill-md,creating-financial-models,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-claude-cookbooks-skills-custom-skills-creating-financial-models-skill-md/content/SKILL.md,0,0,0,12,0,1,26,9,89,0,0,structured_template,0,0,15,0,15,8,38
popular,anthropics-skills-skills-algorithmic-art-skill-md,algorithmic-art,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-algorithmic-art-skill-md/content/SKILL.md,0,10,0,50,20,3,18,17,111,5,0,structured_template,0,20,15,0,15,15,65
popular,anthropics-skills-skills-brand-guidelines-skill-md,brand-guidelines,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-brand-guidelines-skill-md/content/SKILL.md,0,0,3,0,0,0,12,0,28,0,0,structured_template,0,0,0,15,0,0,15
popular,anthropics-skills-skills-canvas-design-skill-md,canvas-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-canvas-design-skill-md/content/SKILL.md,1,12,0,5,13,2,9,2,22,0,0,structured_template,10,20,15,0,15,15,75
popular,anthropics-skills-skills-doc-coauthoring-skill-md,doc-coauthoring,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-doc-coauthoring-skill-md/content/SKILL.md,1,5,1,1,28,3,27,19,64,0,0,structured_template,10,20,15,8,8,15,76
popular,anthropics-skills-skills-docx-skill-md,docx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-docx-skill-md/content/SKILL.md,1,15,1,12,12,1,36,4,32,34,0,mixed,10,20,15,8,15,15,83
popular,anthropics-skills-skills-frontend-design-skill-md,frontend-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-frontend-design-skill-md/content/SKILL.md,1,5,0,0,1,3,2,0,13,0,0,structured_template,10,20,8,0,0,15,53
popular,anthropics-skills-skills-internal-comms-skill-md,internal-comms,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-internal-comms-skill-md/content/SKILL.md,1,0,0,1,0,5,3,3,11,0,0,structured_template,10,0,15,0,8,15,48
popular,anthropics-skills-skills-mcp-builder-skill-md,mcp-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-mcp-builder-skill-md/content/SKILL.md,1,0,0,17,8,7,27,4,74,1,0,structured_template,10,0,15,0,15,15,55
popular,anthropics-skills-skills-pdf-skill-md,pdf,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-pdf-skill-md/content/SKILL.md,2,2,1,29,2,1,57,0,4,18,4,mixed,20,20,8,8,15,15,86
popular,anthropics-skills-skills-pptx-skill-md,pptx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-pptx-skill-md/content/SKILL.md,1,20,0,8,6,0,21,9,43,6,0,mixed,10,20,15,0,15,15,75
popular,anthropics-skills-skills-skill-creator-skill-md,skill-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-skill-creator-skill-md/content/SKILL.md,3,23,1,48,46,14,40,26,55,15,1,mixed,20,20,15,8,15,15,93
popular,anthropics-skills-skills-slack-gif-creator-skill-md,slack-gif-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-slack-gif-creator-skill-md/content/SKILL.md,1,2,0,2,2,0,41,5,50,9,0,mixed,10,20,15,0,15,15,75
popular,anthropics-skills-skills-theme-factory-skill-md,theme-factory,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-theme-factory-skill-md/content/SKILL.md,0,1,0,1,0,0,7,18,6,0,0,structured_template,0,10,15,0,8,0,33
popular,anthropics-skills-skills-web-artifacts-builder-skill-md,web-artifacts-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-web-artifacts-builder-skill-md/content/SKILL.md,0,3,0,0,7,0,9,5,12,2,0,structured_template,0,20,15,0,0,15,50
popular,anthropics-skills-skills-webapp-testing-skill-md,webapp-testing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-webapp-testing-skill-md/content/SKILL.md,0,2,0,1,8,3,8,7,10,5,0,structured_template,0,20,15,0,8,15,58
popular,anthropics-skills-skills-xlsx-skill-md,xlsx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/anthropics-skills-skills-xlsx-skill-md/content/SKILL.md,0,7,2,21,5,3,56,6,71,9,2,mixed,0,20,15,15,15,15,80
popular,apache-shardingsphere-codex-skills-analyze-issue-skill-md,analyze-issue,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/apache-shardingsphere-codex-skills-analyze-issue-skill-md/content/SKILL.md,0,11,5,10,17,5,20,38,99,2,3,structured_template,0,20,15,15,15,15,80
popular,apache-shardingsphere-codex-skills-gen-ut-skill-md,gen-ut,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/apache-shardingsphere-codex-skills-gen-ut-skill-md/content/SKILL.md,0,41,6,63,15,6,10,23,147,18,48,mixed,0,20,15,15,15,15,80
popular,apache-shardingsphere-codex-skills-review-pr-skill-md,review-pr,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/apache-shardingsphere-codex-skills-review-pr-skill-md/content/SKILL.md,0,13,10,13,14,0,19,42,87,0,0,structured_template,0,20,15,15,15,0,65
popular,assafelovic-gpt-researcher-claude-skill-md,gpt-researcher,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/assafelovic-gpt-researcher-claude-skill-md/content/SKILL.md,1,1,1,6,2,0,25,8,0,9,1,mixed,10,10,15,8,15,15,73
popular,berriai-litellm-tests-llm-translation-test-skills-data-slack-gif-creator-skill-md,slack-gif-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/berriai-litellm-tests-llm-translation-test-skills-data-slack-gif-creator-skill-md/content/SKILL.md,1,2,0,2,2,0,41,5,50,9,0,mixed,10,20,15,0,15,15,75
popular,browser-use-browser-use-skills-browser-use-skill-md,browser-use,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/browser-use-browser-use-skills-browser-use-skill-md/content/SKILL.md,6,4,2,22,23,5,83,18,11,36,0,mixed,20,20,15,15,15,15,100
popular,calcom-cal-com-agents-skills-calcom-api-skill-md,calcom-api,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/calcom-cal-com-agents-skills-calcom-api-skill-md/content/SKILL.md,1,0,0,1,0,1,13,5,2,5,2,mixed,10,0,15,0,15,15,55
popular,calcom-cal-com-agents-skills-vercel-react-best-practices-skill-md,vercel-react-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/calcom-cal-com-agents-skills-vercel-react-best-practices-skill-md/content/SKILL.md,0,2,0,1,8,3,14,0,54,1,0,structured_template,0,20,15,0,8,15,58
popular,calcom-cal-com-agents-skills-web-design-guidelines-skill-md,web-design-guidelines,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/calcom-cal-com-agents-skills-web-design-guidelines-skill-md/content/SKILL.md,1,0,0,8,0,0,4,8,0,1,0,structured_template,10,0,15,0,15,8,48
popular,calcom-cal-com-opencode-skill-vercel-react-best-practices-skill-md,vercel-react-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/calcom-cal-com-opencode-skill-vercel-react-best-practices-skill-md/content/SKILL.md,0,2,0,1,8,3,14,0,54,1,0,structured_template,0,20,15,0,8,15,58
popular,ccxt-ccxt-claude-skills-ccxt-csharp-skill-md,ccxt-csharp,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-csharp-skill-md/content/SKILL.md,2,58,8,7,1,1,86,3,207,42,13,mixed,20,20,15,15,15,15,100
popular,ccxt-ccxt-claude-skills-ccxt-go-skill-md,ccxt-go,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-go-skill-md/content/SKILL.md,2,61,8,9,0,1,85,0,205,42,2,mixed,20,20,0,15,15,15,85
popular,ccxt-ccxt-claude-skills-ccxt-php-skill-md,ccxt-php,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-php-skill-md/content/SKILL.md,2,57,7,3,1,1,88,0,213,43,0,mixed,20,20,8,15,15,15,93
popular,ccxt-ccxt-claude-skills-ccxt-python-skill-md,ccxt-python,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-python-skill-md/content/SKILL.md,6,58,8,3,1,3,146,0,226,49,4,mixed,20,20,8,15,15,15,93
popular,ccxt-ccxt-claude-skills-ccxt-typescript-skill-md,ccxt-typescript,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-typescript-skill-md/content/SKILL.md,4,59,8,4,3,2,91,0,219,47,1,mixed,20,20,15,15,15,15,100
popular,chromedevtools-chrome-devtools-mcp-skills-chrome-devtools-skill-md,chrome-devtools,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/chromedevtools-chrome-devtools-mcp-skills-chrome-devtools-skill-md/content/SKILL.md,1,1,3,3,3,0,7,4,8,0,0,structured_template,10,10,15,15,15,0,65
popular,clickhouse-clickhouse-claude-skills-build-skill-md,build,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/clickhouse-clickhouse-claude-skills-build-skill-md/content/SKILL.md,1,12,1,20,23,6,7,11,123,5,2,structured_template,10,20,15,8,15,15,83
popular,clickhouse-clickhouse-claude-skills-fix-sync-skill-md,fix-sync,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/clickhouse-clickhouse-claude-skills-fix-sync-skill-md/content/SKILL.md,0,1,1,5,2,1,15,3,35,9,1,mixed,0,10,15,8,15,15,63
popular,clickhouse-clickhouse-claude-skills-test-skill-md,test,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/clickhouse-clickhouse-claude-skills-test-skill-md/content/SKILL.md,1,16,3,43,23,9,20,22,209,8,3,mixed,10,20,15,15,15,15,90
popular,cockroachdb-cockroach-claude-skills-backport-pr-assistant-skill-md,backport-pr-assistant,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/cockroachdb-cockroach-claude-skills-backport-pr-assistant-skill-md/content/SKILL.md,1,1,1,4,5,4,7,12,9,8,0,mixed,10,10,15,8,15,15,73
popular,cockroachdb-cockroach-claude-skills-commit-helper-skill-md,commit-helper,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/cockroachdb-cockroach-claude-skills-commit-helper-skill-md/content/SKILL.md,1,2,0,1,2,3,8,8,45,3,0,structured_template,10,20,15,0,8,15,68
popular,cockroachdb-cockroach-claude-skills-reduce-unoptimized-query-oracle-skill-md,reduce-unoptimized-query-oracle,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/cockroachdb-cockroach-claude-skills-reduce-unoptimized-query-oracle-skill-md/content/SKILL.md,3,4,6,24,32,5,42,24,31,23,2,mixed,20,20,15,15,15,15,100
popular,cockroachdb-cockroach-pkg-ui-claude-skills-react-class-to-functional-skill-md,react-class-to-functional,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/cockroachdb-cockroach-pkg-ui-claude-skills-react-class-to-functional-skill-md/content/SKILL.md,0,1,0,5,4,0,10,4,26,3,1,structured_template,0,10,15,0,15,15,55
popular,code-yeongyu-oh-my-opencode-src-features-builtin-skills-agent-browser-skill-md,agent-browser,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/code-yeongyu-oh-my-opencode-src-features-builtin-skills-agent-browser-skill-md/content/SKILL.md,1,1,1,10,4,10,44,4,3,28,0,mixed,10,10,15,8,15,15,73
popular,code-yeongyu-oh-my-opencode-src-features-builtin-skills-dev-browser-skill-md,dev-browser,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/code-yeongyu-oh-my-opencode-src-features-builtin-skills-dev-browser-skill-md/content/SKILL.md,1,0,1,7,6,2,16,12,21,10,0,mixed,10,0,15,8,15,15,63
popular,code-yeongyu-oh-my-opencode-src-features-builtin-skills-frontend-ui-ux-skill-md,frontend-ui-ux,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/code-yeongyu-oh-my-opencode-src-features-builtin-skills-frontend-ui-ux-skill-md/content/SKILL.md,0,6,0,0,2,0,11,9,11,0,0,structured_template,0,20,15,0,0,0,35
popular,code-yeongyu-oh-my-opencode-src-features-builtin-skills-git-master-skill-md,git-master,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/code-yeongyu-oh-my-opencode-src-features-builtin-skills-git-master-skill-md/content/SKILL.md,0,20,5,23,17,8,138,34,108,50,5,mixed,0,20,15,15,15,15,80
popular,composiohq-awesome-claude-skills-artifacts-builder-skill-md,artifacts-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-artifacts-builder-skill-md/content/SKILL.md,0,3,0,0,7,0,9,5,12,2,0,structured_template,0,20,15,0,0,15,50
popular,composiohq-awesome-claude-skills-changelog-generator-skill-md,changelog-generator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-changelog-generator-skill-md/content/SKILL.md,1,0,0,2,0,1,14,6,23,6,0,mixed,10,0,15,0,15,15,55
popular,composiohq-awesome-claude-skills-competitive-ads-extractor-skill-md,competitive-ads-extractor,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-competitive-ads-extractor-skill-md/content/SKILL.md,1,3,0,4,1,1,40,44,60,11,0,mixed,10,20,15,0,15,15,75
popular,composiohq-awesome-claude-skills-connect-apps-skill-md,connect-apps,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-connect-apps-skill-md/content/SKILL.md,1,0,1,1,5,1,9,4,6,3,0,structured_template,10,0,15,8,8,15,56
popular,composiohq-awesome-claude-skills-connect-skill-md,connect,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-connect-skill-md/content/SKILL.md,2,0,1,1,1,1,18,4,15,8,0,mixed,20,0,15,8,8,15,66
popular,composiohq-awesome-claude-skills-content-research-writer-skill-md,content-research-writer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-content-research-writer-skill-md/content/SKILL.md,1,3,1,8,9,19,62,70,123,18,0,mixed,10,20,15,8,15,15,83
popular,composiohq-awesome-claude-skills-developer-growth-analysis-skill-md,developer-growth-analysis,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-developer-growth-analysis-skill-md/content/SKILL.md,2,0,0,6,12,6,31,28,70,6,0,mixed,20,0,15,0,15,15,65
popular,composiohq-awesome-claude-skills-document-skills-docx-skill-md,docx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-document-skills-docx-skill-md/content/SKILL.md,0,10,0,4,18,2,24,15,41,9,0,mixed,0,20,15,0,15,15,65
popular,composiohq-awesome-claude-skills-document-skills-pdf-skill-md,pdf,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-document-skills-pdf-skill-md/content/SKILL.md,2,0,1,28,2,1,54,0,4,17,4,mixed,20,0,8,8,15,15,66
popular,composiohq-awesome-claude-skills-document-skills-pptx-skill-md,pptx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-document-skills-pptx-skill-md/content/SKILL.md,0,21,0,10,23,7,30,43,185,16,3,mixed,0,20,15,0,15,15,65
popular,composiohq-awesome-claude-skills-document-skills-xlsx-skill-md,xlsx,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-document-skills-xlsx-skill-md/content/SKILL.md,0,5,1,19,5,3,55,6,70,9,2,mixed,0,20,15,8,15,15,73
popular,composiohq-awesome-claude-skills-domain-name-brainstormer-skill-md,domain-name-brainstormer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-domain-name-brainstormer-skill-md/content/SKILL.md,1,1,0,1,3,2,27,36,32,9,0,mixed,10,10,15,0,8,15,58
popular,composiohq-awesome-claude-skills-file-organizer-skill-md,file-organizer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-file-organizer-skill-md/content/SKILL.md,1,4,0,5,3,6,55,37,82,25,0,mixed,10,20,15,0,15,15,75
popular,composiohq-awesome-claude-skills-image-enhancer-skill-md,image-enhancer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-image-enhancer-skill-md/content/SKILL.md,1,0,0,4,1,1,10,5,19,7,0,mixed,10,0,15,0,15,15,55
popular,composiohq-awesome-claude-skills-invoice-organizer-skill-md,invoice-organizer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-invoice-organizer-skill-md/content/SKILL.md,1,1,2,7,4,8,40,38,90,21,0,mixed,10,10,15,15,15,15,80
popular,composiohq-awesome-claude-skills-langsmith-fetch-skill-md,langsmith-fetch,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-langsmith-fetch-skill-md/content/SKILL.md,3,23,3,24,5,3,64,53,59,27,7,mixed,20,20,15,15,15,15,100
popular,composiohq-awesome-claude-skills-lead-research-assistant-skill-md,lead-research-assistant,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-lead-research-assistant-skill-md/content/SKILL.md,1,0,0,6,2,3,16,12,74,4,0,structured_template,10,0,15,0,15,15,55
popular,composiohq-awesome-claude-skills-mcp-builder-skill-md,mcp-builder,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-mcp-builder-skill-md/content/SKILL.md,2,5,0,22,7,9,30,4,142,1,0,structured_template,20,20,15,0,15,15,85
popular,composiohq-awesome-claude-skills-meeting-insights-analyzer-skill-md,meeting-insights-analyzer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-meeting-insights-analyzer-skill-md/content/SKILL.md,1,3,0,4,2,19,29,34,98,7,0,mixed,10,20,15,0,15,15,75
popular,composiohq-awesome-claude-skills-raffle-winner-picker-skill-md,raffle-winner-picker,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-raffle-winner-picker-skill-md/content/SKILL.md,1,0,0,1,0,2,21,18,27,8,0,mixed,10,0,15,0,8,15,48
popular,composiohq-awesome-claude-skills-skill-creator-skill-md,skill-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-skill-creator-skill-md/content/SKILL.md,3,6,1,11,18,25,19,24,26,4,0,structured_template,20,20,15,8,15,15,93
